shipment_id,shipment_date,origin_warehouse,destination_region,carrier,transport_mode,distance_km,weight_kg,shipment_volume_units,inventory_level,transportation_cost,delivery_time_days,delayed,distance_km_norm,weight_kg_norm,transportation_cost_norm,delivery_time_days_norm,inventory_level_norm,shipment_volume_units_norm
SHP100189,2025-02-27 09:04:03.202668,WH-Delhi,North,Carrier D,Air,277.4,302.0,118,3773,16086.08,0.3,0,0.1518601103156906,0.22600122286762456,0.8804995159899148,0.040816326530612235,0.7545545545545546,0.4714285714285714
SHP100414,2025-05-06 16:26:01.301084,WH-Bengaluru,Central,Carrier C,Rail,132.4,270.4,120,3693,6192.158735123582,0.2,0,0.06677619997652857,0.20184958728217667,0.3452559057919163,0.0,0.7385385385385386,0.5
SHP100347,2025-04-16 08:16:00.800667,WH-Bengaluru,South,Carrier C,Rail,738.7,325.1,128,4709,5668.57,0.3,0,0.42254430231193524,0.24365637419749311,0.3169306829258891,0.040816326530612235,0.9419419419419419,0.6142857142857143
SHP100370,2025-04-23 07:50:47.539616,WH-Bengaluru,East,Carrier B,Road,191.1,184.5,119,986,2351.18,0.4,0,0.10122051402417556,0.1361968816875573,0.13746576173855476,0.08163265306122448,0.1965965965965966,0.4857142857142857
SHP100108,2025-02-02 18:53:44.687239,WH-Chennai,East,Carrier B,Road,688.4,302.4,123,2194,9477.13,2.6,1,0.3930289872080741,0.22630693977376945,0.5229670308491765,0.9795918367346937,0.43843843843843844,0.5428571428571428
SHP101082,2025-11-25 11:31:46.588824,WH-Delhi,West,Carrier B,Air,101.6,158.6,120,4292,5823.74,2.1,1,0.04870320384931346,0.11640171201467439,0.3253251049928269,0.7755102040816326,0.8584584584584585,0.5
SHP100844,2025-09-14 05:26:40.333611,WH-Kolkata,Central,Carrier B,Rail,172.1,334.9,123,3773,3076.5,0.8,0,0.09007158784180261,0.25114643839804335,0.1767042886032277,0.2448979591836735,0.7545545545545546,0.5428571428571428
SHP100159,2025-02-18 06:29:07.456213,WH-Bengaluru,West,Carrier B,Road,1137.5,394.6,153,4033,14574.34,1.4,1,0.6565543950240582,0.2967746866401712,0.7987170605186736,0.48979591836734687,0.8066066066066067,0.9714285714285714
SHP100301,2025-04-02 09:06:27.322768,WH-Kolkata,West,Carrier A,Road,329.6,242.8,108,131,4636.57,0.2,0,0.18249031803778898,0.18075512075817793,0.2611013114424853,0.0,0.025425425425425426,0.32857142857142857
SHP100135,2025-02-10 23:37:10.859049,WH-Delhi,South,Carrier A,Rail,354.2,456.7,116,4089,3362.23,0.7,0,0.19692524351601923,0.3442372363191684,0.19216177534155426,0.20408163265306117,0.8178178178178178,0.44285714285714284
SHP100596,2025-06-30 22:29:55.496246,WH-Chennai,North,Carrier B,Road,351.5,197.5,93,3058,3807.91,0.4,0,0.19534092242694517,0.14613268113726688,0.21627227367752655,0.08163265306122448,0.6114114114114114,0.11428571428571428
SHP100578,2025-06-25 11:20:58.048373,WH-Chennai,North,Carrier C,Air,497.7,680.3,132,3885,18295.03375,2.2,1,0.2811289754723624,0.515132986854173,1.0,0.8163265306122448,0.776976976976977,0.6714285714285714
SHP100797,2025-08-30 22:59:56.997497,WH-Delhi,West,Carrier A,Road,919.7,409.6,120,1833,12418.54,1.1,0,0.5287524938387513,0.3082390706206053,0.6820921002047957,0.3673469387755102,0.36616616616616615,0.5
SHP100459,2025-05-20 08:18:24.920767,WH-Bengaluru,West,Carrier C,Rail,363.3,35.5,109,950,3077.89,0.5,0,0.20226499237178733,0.022317334148578415,0.17677948514040012,0.12244897959183672,0.1893893893893894,0.34285714285714286
SHP100665,2025-07-21 21:14:15.713094,WH-Kolkata,Central,Carrier A,Road,390.7,134.0,140,1425,5384.58,0.2,0,0.21834291749794624,0.09760012228676246,0.3015673271045986,0.0,0.2844844844844845,0.7857142857142857
SHP100908,2025-10-03 15:45:11.259382,WH-Delhi,West,Carrier A,Road,1008.2,130.8,127,783,12574.88,1.2,0,0.5806830184250675,0.09515438703760318,0.6905498171987059,0.4081632653061224,0.15595595595595596,0.6
SHP101169,2025-12-21 21:25:04.253544,WH-Bengaluru,West,Carrier D,Road,679.3,158.8,115,3179,8179.59,0.9,0,0.387689238352306,0.11655457046774685,0.45277241585443256,0.2857142857142857,0.6356356356356356,0.42857142857142855
SHP100190,2025-02-27 16:21:13.060884,WH-Delhi,North,Carrier A,Rail,1395.1,596.0,112,4670,10933.31,0.8,0,0.8077103626334937,0.4507031488841333,0.6017437887626484,0.2448979591836735,0.9341341341341342,0.38571428571428573
SHP101051,2025-11-16 01:39:40.984153,WH-Chennai,West,Carrier C,Air,759.9,262.6,129,2349,18295.03375,0.4,0,0.43498415678910923,0.19588810761235095,1.0,0.08163265306122448,0.4694694694694695,0.6285714285714286
SHP100773,2025-08-23 16:08:00.400333,WH-Delhi,Central,Carrier D,Road,475.5,81.7,112,1469,5740.32,1.6,1,0.2681023354066424,0.0576276368083155,0.32081223079791843,0.5714285714285714,0.2932932932932933,0.38571428571428573
SHP101040,2025-11-12 17:30:52.543786,WH-Kolkata,Central,Carrier C,Air,443.2,321.7,136,933,18295.03375,0.4,0,0.24914916089660835,0.24105778049526136,1.0,0.08163265306122448,0.18598598598598598,0.7285714285714285
SHP100536,2025-06-12 17:20:04.003336,WH-Delhi,North,Carrier B,Sea,80.4,251.2,138,4861,611.62,1.2,0,0.036263349372139424,0.187175175787221,0.04335864792298306,0.4081632653061224,0.9723723723723724,0.7571428571428571
SHP100930,2025-10-10 08:02:48.140116,WH-Delhi,East,Carrier B,Road,615.6,395.1,124,2656,7770.35,0.8,0,0.35031099636192936,0.2971568327728523,0.43063325695339744,0.2448979591836735,0.5309309309309309,0.5571428571428572
SHP100731,2025-08-10 22:07:06.355296,WH-Kolkata,East,Carrier D,Road,185.4,202.0,126,4228,2676.57,0.2,0,0.09787583616946369,0.14957199633139712,0.15506878420656328,0.0,0.8456456456456456,0.5857142857142857
SHP100957,2025-10-18 12:46:14.311926,WH-Kolkata,South,Carrier B,Road,784.4,197.5,134,4355,9556.79,0.9,0,0.4493604037084849,0.14613268113726688,0.5272764957061223,0.2857142857142857,0.8710710710710711,0.7
SHP100386,2025-04-28 04:25:25.271059,WH-Bengaluru,East,Carrier B,Road,92.1,499.4,117,2951,2203.83,0.9,0,0.04312874075812698,0.3768725160501375,0.12949438781599706,0.2857142857142857,0.58998998998999,0.45714285714285713
SHP100987,2025-10-27 15:21:10.058381,WH-Kolkata,South,Carrier C,Road,500.9,203.1,134,3198,6501.34,0.2,0,0.2830066893557094,0.1504127178232956,0.36198206440867425,0.0,0.6394394394394395,0.7
SHP100248,2025-03-17 06:56:44.837364,WH-Delhi,Central,Carrier B,Road,695.8,169.3,114,1195,9140.64,1.3,0,0.3973712005633141,0.12457963925405074,0.5047635180483523,0.4489795918367347,0.23843843843843843,0.4142857142857143
SHP100419,2025-05-08 04:51:50.592160,WH-Bengaluru,North,Carrier A,Road,539.9,144.0,136,4383,6769.56,0.6,0,0.30589132730900126,0.1052430449403852,0.3764922911715411,0.16326530612244897,0.8766766766766767,0.7285714285714285
SHP100073,2025-01-23 03:52:59.649708,WH-Mumbai,West,Carrier B,Road,736.7,240.5,109,782,8462.81,1.3,0,0.42137073113484336,0.17899724854784468,0.46809411604002327,0.4489795918367347,0.15575575575575576,0.34285714285714286
SHP100593,2025-06-30 00:38:25.921601,WH-Kolkata,South,Carrier B,Road,516.2,313.5,128,318,7231.85,1.6,1,0.2919845088604624,0.23479058391929072,0.4015013610776097,0.5714285714285714,0.06286286286286286,0.6142857142857143
SHP100546,2025-06-15 18:11:42.585487,WH-Kolkata,Central,Carrier C,Sea,198.1,200.5,127,149,1219.78,0.2,0,0.10532801314399719,0.14842555793335369,0.07625902637390057,0.0,0.02902902902902903,0.6
SHP101192,2025-12-28 20:59:50.992493,WH-Delhi,North,Carrier B,Road,722.5,122.9,109,3743,9400.76,0.8,0,0.41303837577749086,0.08911647814124121,0.5188355491629483,0.2448979591836735,0.7485485485485486,0.34285714285714286
SHP100983,2025-10-26 10:12:30.625521,WH-Bengaluru,North,Carrier D,Road,817.0,351.9,122,712,11019.84,0.9,0,0.4684896138950827,0.264139406909202,0.6064249084472018,0.2857142857142857,0.14174174174174173,0.5285714285714286
SHP100870,2025-09-22 02:52:56.647206,WH-Mumbai,North,Carrier D,Road,355.6,41.2,118,4657,4068.22,0.8,0,0.19774674333998357,0.026673800061143383,0.230354583455477,0.2448979591836735,0.9315315315315316,0.4714285714285714
SHP100452,2025-05-18 05:18:15.913261,WH-Bengaluru,North,Carrier D,Rail,543.7,530.2,137,1076,4695.6,0.6,0,0.30812111254547586,0.4004127178232957,0.2642947298520447,0.16326530612244897,0.21461461461461462,0.7428571428571429
SHP101176,2025-12-24 00:25:13.261050,WH-Kolkata,Central,Carrier A,Road,705.3,186.1,129,2774,8078.79,1.5,1,0.4029456636545006,0.13741974931213694,0.4473193144537279,0.5306122448979592,0.5545545545545546,0.6285714285714286
SHP100395,2025-04-30 21:59:53.994995,WH-Kolkata,Central,Carrier C,Road,412.8,114.5,117,1100,5130.41,0.2,0,0.23131087900481162,0.0826964231121981,0.2878171804476831,0.0,0.21941941941941942,0.45714285714285713
SHP100202,2025-03-03 07:47:11.359466,WH-Mumbai,Central,Carrier A,Rail,551.5,154.3,116,1865,4940.86,1.7,0,0.3126980401361342,0.11311525527361663,0.27756286129586216,0.6122448979591836,0.3725725725725726,0.44285714285714284
SHP101008,2025-11-03 00:21:37.080900,WH-Bengaluru,Central,Carrier C,Road,173.9,206.7,94,1540,2428.55,1.1,0,0.09112780190118532,0.1531641699785998,0.1416513416529646,0.3673469387755102,0.3075075075075075,0.12857142857142856
SHP100049,2025-01-15 21:01:03.052543,WH-Kolkata,North,Carrier C,Road,592.8,121.0,118,890,7605.34,0.8,0,0.33693228494308175,0.08766432283705289,0.4217065083211528,0.2448979591836735,0.17737737737737738,0.4714285714285714
SHP101163,2025-12-20 01:42:05.104253,WH-Kolkata,South,Carrier C,Road,942.7,224.3,103,660,11961.54,0.6,0,0.542248562375308,0.16661571384897583,0.6573692099258077,0.16326530612244897,0.13133133133133132,0.2571428571428571
SHP101134,2025-12-11 06:24:19.216013,WH-Bengaluru,East,Carrier B,Sea,425.3,83.3,121,160,2328.05,0.9,0,0.23864569886163595,0.058850504432895134,0.13621446972071455,0.2857142857142857,0.03123123123123123,0.5142857142857142
SHP100075,2025-01-23 18:27:19.366138,WH-Chennai,East,Carrier B,Road,174.6,137.3,101,4870,2223.58,0.2,0,0.09153855181316746,0.10012228676245796,0.13056282782258352,0.0,0.9741741741741742,0.22857142857142856
SHP100616,2025-07-07 00:13:12.660550,WH-Mumbai,South,Carrier B,Road,466.3,165.1,114,1939,5540.73,0.2,0,0.2627039079920197,0.12136961173952918,0.31001476543515427,0.0,0.38738738738738737,0.4142857142857143
SHP100236,2025-03-13 15:30:46.538782,WH-Mumbai,West,Carrier A,Road,481.5,145.8,132,4105,18295.03375,0.6,0,0.27162304893791805,0.1066187710180373,1.0,0.16326530612244897,0.821021021021021,0.6714285714285714
SHP100065,2025-01-20 17:35:40.783986,WH-Chennai,North,Carrier C,Rail,458.4,59.0,111,2233,4234.7,1.5,1,0.25806830184250673,0.040278202384591864,0.23936085648314856,0.5306122448979592,0.44624624624624626,0.37142857142857144
SHP100810,2025-09-03 21:43:05.154295,WH-Delhi,North,Carrier C,Sea,233.7,376.3,107,4693,1634.83,0.2,0,0.12621758009623282,0.2827881381840416,0.09871249598067071,0.0,0.9387387387387387,0.3142857142857143
SHP100529,2025-06-10 14:19:54.995829,WH-Bengaluru,South,Carrier C,Sea,520.2,331.7,133,2441,3625.09,1.1,0,0.29433165121464616,0.2487007031488841,0.20638203560136775,0.3673469387755102,0.4878878878878879,0.6857142857142857
SHP100680,2025-07-26 10:31:43.586321,WH-Mumbai,Central,Carrier A,Rail,511.6,545.8,130,1000,3994.58,0.2,0,0.28928529515315105,0.41233567716294706,0.22637078993218449,0.0,0.1993993993993994,0.6428571428571429
SHP100584,2025-06-27 07:03:57.197664,WH-Bengaluru,Central,Carrier B,Road,1192.4,94.1,119,4960,14239.08,1.9,1,0.6887689238352307,0.0671048608988077,0.7805800885385128,0.693877551020408,0.9921921921921922,0.4857142857142857
SHP100804,2025-09-02 02:00:06.005004,WH-Chennai,North,Carrier B,Air,314.6,361.2,132,106,18295.03375,0.5,0,0.17368853420959982,0.2712473249770712,1.0,0.12244897959183672,0.02042042042042042,0.6714285714285714
SHP100851,2025-09-16 08:26:49.341117,WH-Chennai,West,Carrier B,Road,1344.1,744.3,139,4992,17337.67,1.4,1,0.7777842976176504,0.5640476918373586,0.9482083173997146,0.48979591836734687,0.9985985985985986,0.7714285714285715
SHP100169,2025-02-21 07:20:46.038365,WH-Delhi,North,Carrier D,Road,436.8,441.2,131,3490,6073.4,1.5,0,0.2453937331299143,0.33239070620605315,0.3388312686406434,0.5306122448979592,0.6978978978978979,0.6571428571428571
SHP100457,2025-05-19 17:44:05.204336,WH-Kolkata,South,Carrier D,Sea,812.0,245.5,116,868,3596.14,1.1,0,0.46555568595235297,0.18281870987465604,0.20481589189551064,0.3673469387755102,0.17297297297297298,0.44285714285714284
SHP101173,2025-12-23 02:33:43.686405,WH-Delhi,West,Carrier B,Sea,1046.0,133.5,122,3119,4939.74,2.1,1,0.6028635136721042,0.09721797615408131,0.2775022712802988,0.7755102040816326,0.6236236236236237,0.5285714285714286
SHP101037,2025-11-11 19:39:22.969140,WH-Mumbai,East,Carrier D,Air,569.4,215.3,121,3495,18295.03375,1.0,0,0.32320150217110666,0.15973708346071536,1.0,0.32653061224489793,0.6988988988988989,0.5142857142857142
SHP101066,2025-11-20 14:57:08.857381,WH-Mumbai,West,Carrier A,Sea,659.1,512.6,118,3158,2990.95,1.4,1,0.375836169463678,0.38696117395291957,0.17207618518229242,0.48979591836734687,0.6314314314314314,0.4714285714285714
SHP100892,2025-09-28 19:10:33.527939,WH-Kolkata,North,Carrier C,Road,753.4,192.1,123,2234,9479.87,1.2,0,0.43117005046356055,0.14200550290431058,0.5231152599943941,0.4081632653061224,0.44644644644644643,0.5428571428571428
SHP100309,2025-04-04 19:23:46.188490,WH-Kolkata,East,Carrier D,Sea,693.2,289.6,104,689,3641.09,1.7,0,0.39584555803309474,0.21652399877713238,0.20724760725227326,0.6122448979591836,0.13713713713713713,0.2714285714285714
SHP100902,2025-10-01 20:02:12.110091,WH-Chennai,South,Carrier D,Sea,228.8,264.4,122,377,2009.92,0.3,0,0.12334233071235771,0.19726383369000303,0.11900420038930438,0.040816326530612235,0.07467467467467467,0.5285714285714286
SHP100348,2025-04-16 15:33:10.658882,WH-Delhi,East,Carrier D,Road,256.8,197.5,116,2670,3335.97,0.5,0,0.13977232719164417,0.14613268113726688,0.1907411558695056,0.12244897959183672,0.5337337337337338,0.44285714285714284
SHP100962,2025-10-20 01:12:03.603002,WH-Mumbai,South,Carrier D,Road,534.7,174.3,121,2813,6354.01,1.1,0,0.30284004224856237,0.12840110058086213,0.35401177245068016,0.3673469387755102,0.5623623623623624,0.5142857142857142
SHP100877,2025-09-24 05:53:05.654712,WH-Delhi,East,Carrier B,Rail,631.4,149.9,138,4923,4832.4,2.6500000000000004,0,0.35958220866095525,0.10975236930602261,0.2716953674672866,1.0,0.9847847847847848,0.7571428571428571
SHP100012,2025-01-04 15:25:58.298582,WH-Delhi,West,Carrier B,Rail,1052.6,268.7,128,4514,7111.46,0.8,0,0.6067362985565075,0.20055029043106082,0.3949884753868277,0.2448979591836735,0.9029029029029029,0.6142857142857143
SHP101033,2025-11-10 14:30:43.536280,WH-Mumbai,North,Carrier C,Rail,622.0,134.1,118,769,4591.49,0.2,0,0.3540664241286234,0.09767655151329868,0.2586625633160591,0.0,0.15315315315315314,0.4714285714285714
SHP101114,2025-12-05 04:41:02.051709,WH-Delhi,North,Carrier C,Road,780.7,115.1,133,147,9615.53,0.8,0,0.4471892970308649,0.08315499847141546,0.5304542256295091,0.2448979591836735,0.028628628628628628,0.6857142857142857
SHP100274,2025-03-25 04:23:01.150959,WH-Mumbai,South,Carrier A,Road,340.3,263.0,127,4944,18295.03375,1.4,0,0.18876892383523058,0.19619382451849585,1.0,0.48979591836734687,0.988988988988989,0.6
SHP100723,2025-08-08 11:49:47.489574,WH-Mumbai,North,Carrier D,Road,392.9,197.5,125,4150,5120.35,0.9,0,0.2196338457927473,0.14613268113726688,0.2872729522721763,0.2857142857142857,0.8300300300300301,0.5714285714285714
SHP100424,2025-05-09 17:17:39.883236,WH-Bengaluru,North,Carrier D,Rail,830.7,132.3,110,4145,5607.46,1.2,0,0.4765285764581622,0.0963008254356466,0.313624740201712,0.4081632653061224,0.829029029029029,0.35714285714285715
SHP100649,2025-07-17 00:39:37.981651,WH-Bengaluru,East,Carrier C,Air,583.3,222.2,133,4403,18295.03375,0.2,0,0.3313578218518953,0.16501070009171503,1.0,0.0,0.8806806806806807,0.6857142857142857
SHP101196,2025-12-30 02:08:30.425354,WH-Mumbai,Central,Carrier C,Road,510.6,145.6,154,4185,6672.0,0.2,0,0.2886985095646051,0.10646591256496482,0.3712144680301449,0.0,0.837037037037037,0.9857142857142858
SHP100757,2025-08-18 19:33:22.668890,WH-Chennai,South,Carrier C,Road,525.0,269.5,105,4137,7479.74,1.0,0,0.2971482220396667,0.20116172424335063,0.4149117708615447,0.32653061224489793,0.8274274274274275,0.2857142857142857
SHP100350,2025-04-17 06:07:30.375312,WH-Bengaluru,West,Carrier B,Rail,1270.0,169.0,96,2650,9244.33,1.6,0,0.734303485506396,0.12435035157444205,0.5103729633285017,0.5714285714285714,0.5297297297297298,0.15714285714285714
SHP101085,2025-11-26 09:23:16.163469,WH-Mumbai,Central,Carrier D,Road,257.3,109.1,114,1637,3963.49,1.1,0,0.14006571998591716,0.07856924487924181,0.22468887601801873,0.3673469387755102,0.32692692692692693,0.4142857142857143
SHP100181,2025-02-24 22:46:44.336947,WH-Delhi,North,Carrier C,Sea,659.4,72.7,117,240,2603.05,0.8,0,0.3760122051402417,0.05074900642005503,0.15109148247065257,0.2448979591836735,0.04724724724724725,0.45714285714285713
SHP100107,2025-02-02 11:36:34.829024,WH-Bengaluru,North,Carrier B,Rail,1046.6,297.7,118,197,8092.99,1.6,1,0.6032155850252318,0.22271476612656677,0.44808750929390656,0.5714285714285714,0.03863863863863864,0.4714285714285714
SHP100997,2025-10-30 16:12:48.640533,WH-Chennai,South,Carrier C,Sea,1127.0,127.7,117,591,4661.8,2.4,1,0.6503931463443258,0.09278508101498012,0.2624662097395069,0.8979591836734692,0.11751751751751752,0.45714285714285713
SHP100194,2025-02-28 21:29:52.493744,WH-Bengaluru,East,Carrier D,Sea,261.6,198.4,107,517,1965.03,1.5,1,0.14258889801666472,0.14682054417609292,0.11657573092623266,0.5306122448979592,0.10270270270270271,0.3142857142857143
SHP100993,2025-10-29 11:04:09.207673,WH-Mumbai,South,Carrier C,Air,43.2,275.2,109,1772,3037.98,0.9,0,0.014434925478230255,0.2055181901559156,0.17462042485367277,0.2857142857142857,0.35395395395395396,0.34285714285714286
SHP100493,2025-05-30 16:02:00.100083,WH-Delhi,West,Carrier C,Air,1093.7,120.2,119,4551,18295.03375,0.8,0,0.6308531862457458,0.08705288902476306,1.0,0.2448979591836735,0.9103103103103103,0.4857142857142857
SHP100839,2025-09-12 17:00:51.042535,WH-Bengaluru,East,Carrier C,Sea,696.9,399.5,128,2025,4222.84,1.0,0,0.3980166647107147,0.3005197187404463,0.2387192514969149,0.32653061224489793,0.4046046046046046,0.6142857142857143
SHP100599,2025-07-01 20:21:25.070892,WH-Bengaluru,North,Carrier B,Road,858.3,30.9,109,2256,10954.33,0.8,0,0.4927238587020302,0.01880158972791195,0.6028809335190256,0.2448979591836735,0.45085085085085086,0.34285714285714286
SHP100058,2025-01-18 14:35:31.776480,WH-Delhi,Central,Carrier A,Road,572.4,300.8,121,2297,7582.13,0.6,0,0.32496185893674445,0.22508407214918982,0.420450888445058,0.16326530612244897,0.4590590590590591,0.5142857142857142
SHP100735,2025-08-12 03:15:45.788156,WH-Mumbai,West,Carrier C,Road,1648.9,391.2,100,3628,18295.03375,1.6,0,0.9566365450064547,0.29417609293793945,1.0,0.5714285714285714,0.7255255255255255,0.21428571428571427
SHP100088,2025-01-27 17:10:27.522935,WH-Chennai,West,Carrier B,Sea,560.5,206.5,112,578,2957.61,0.6,0,0.3179791104330477,0.15301131152552735,0.17027255025471816,0.16326530612244897,0.11491491491491491,0.38571428571428573
SHP100126,2025-02-08 06:02:42.135112,WH-Chennai,Central,Carrier D,Road,647.9,88.0,140,2382,18295.03375,0.3,0,0.36926417087196334,0.062442678080097826,1.0,0.040816326530612235,0.47607607607607605,0.7857142857142857
SHP100632,2025-07-11 20:47:50.391993,WH-Delhi,West,Carrier A,Road,802.9,123.1,130,1276,9526.44,1.1,0,0.46021593709658487,0.08926933659431366,0.525634614480811,0.3673469387755102,0.25465465465465464,0.6428571428571429
SHP100401,2025-05-02 17:42:53.144286,WH-Delhi,East,Carrier C,Rail,582.4,200.6,117,3084,4881.59,1.6,1,0.3308297148222039,0.1485019871598899,0.2743564593115392,0.5714285714285714,0.6166166166166166,0.45714285714285713
SHP101079,2025-11-24 13:40:17.014178,WH-Kolkata,East,Carrier B,Rail,642.8,109.0,115,3933,4945.24,1.7,0,0.366271564370379,0.07849281565270559,0.27779981153529754,0.6122448979591836,0.7865865865865865,0.42857142857142855
SHP100629,2025-07-10 22:56:20.817347,WH-Chennai,South,Carrier D,Road,469.1,199.0,119,3151,6007.51,1.5,0,0.26434690763994834,0.14727911953531028,0.33526673638575827,0.5306122448979592,0.63003003003003,0.4857142857142857
SHP100560,2025-06-20 00:12:00.600500,WH-Kolkata,West,Carrier C,Rail,358.9,125.2,109,253,3419.47,0.8,0,0.19968313578218516,0.09087435035157444,0.1952583579226686,0.2448979591836735,0.04984984984984985,0.34285714285714286
SHP100904,2025-10-02 10:36:31.826522,WH-Chennai,West,Carrier A,Rail,797.7,183.8,119,4488,5591.29,0.8,0,0.457164652036146,0.13566187710180372,0.31274997185201564,0.2448979591836735,0.8976976976976977,0.4857142857142857
SHP100027,2025-01-09 04:43:26.171809,WH-Mumbai,South,Carrier B,Road,396.8,143.5,134,2977,4665.16,0.7,0,0.22192230958807652,0.10486089880770405,0.26264797978619703,0.20408163265306117,0.5951951951951951,0.7
SHP100314,2025-04-06 07:49:35.479566,WH-Kolkata,North,Carrier B,Road,329.6,368.8,111,1996,5472.41,1.7,0,0.18249031803778898,0.2770559461938245,0.30631877448578787,0.6122448979591836,0.3987987987987988,0.37142857142857144
SHP100446,2025-05-16 09:35:16.763969,WH-Kolkata,South,Carrier C,Road,686.5,241.2,140,2063,8626.11,0.9,0,0.39191409458983684,0.17953225313359825,0.4769283567020774,0.2857142857142857,0.4122122122122122,0.7857142857142857
SHP100323,2025-04-09 01:24:04.203502,WH-Kolkata,North,Carrier D,Road,586.2,135.4,106,984,7500.93,0.8,0,0.33305950005867857,0.09867013145826962,0.4160581123167127,0.2448979591836735,0.1961961961961962,0.3
SHP100808,2025-09-03 07:08:45.437864,WH-Kolkata,Central,Carrier D,Road,380.5,195.1,106,2531,6507.42,0.2,0,0.2123577044947776,0.1442983797003974,0.3623109816360183,0.0,0.5059059059059059,0.3
SHP100195,2025-03-01 04:47:02.351959,WH-Kolkata,Central,Carrier A,Road,827.5,35.2,111,3190,10194.33,0.7,0,0.47465086257481515,0.022088046468969735,0.5617662801010149,0.20408163265306117,0.6378378378378379,0.37142857142857144
SHP100663,2025-07-21 06:39:55.996663,WH-Chennai,North,Carrier D,Air,842.2,159.7,125,4988,18295.03375,0.2,0,0.48327661072644057,0.11724243350657289,1.0,0.0,0.9977977977977978,0.5714285714285714
SHP100119,2025-02-06 03:02:33.127606,WH-Delhi,East,Carrier A,Road,199.0,101.6,100,2721,3401.71,0.2,0,0.10585612017368853,0.07283705288902476,0.19429757339016354,0.0,0.543943943943944,0.21428571428571427
SHP100390,2025-04-29 09:34:04.703919,WH-Delhi,East,Carrier D,Rail,959.2,82.8,122,1904,6710.2,2.0,0,0.5519305245863162,0.058468358300214,0.3732810203466817,0.7346938775510203,0.38038038038038036,0.5285714285714286
